Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
91853, ARMM,40478,Enterpreneurial Activities,1,15411,10210,1020,8160,2521,4278,0,0,2384,880,14940,10200,452,2034,0,1850,3900,0,77570,77570,Male,49,Married,Grade 1,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,5,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,35,1,Own or owner-like possession of house and lot,Closed pit,0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
86314, ARMM,48611,Enterpreneurial Activities,1,16438,10584,1065,17758,2345,3563,120,0,1448,485,10950,6600,630,2820,0,0,5094,0,72012,72012,Male,55,Married,No Grade Completed,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,4,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,25,40,0,Own or owner-like possession of house and lot,Open pit,0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
134145, ARMM,86079,Enterpreneurial Activities,1,30402,16900,2821,21825,3969,12195,0,0,1456,1455,17670,11400,836,7770,0,6510,3876,0,114645,114645,Male,71,Widowed,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,8,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,34,3,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
106658, ARMM,61562,Enterpreneurial Activities,1,22640,15262,1350,18625,2887,5441,0,0,2534,1255,14130,9600,570,2640,0,9610,4884,0,92870,92870,Male,49,Married,Grade 3,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,6,0,4,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,34,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
91505, ARMM,45404,Enterpreneurial Activities,0,14349,8868,1473,13955,1701,3301,0,0,520,1180,11790,7800,465,8970,0,1330,3942,0,0,78300,Male,39,Married,Elementary Graduate,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Single Family,5,2,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,30,39,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
110163, ARMM,73649,Enterpreneurial Activities,1,24219,16640,1300,9785,3078,23149,0,0,2172,1790,15750,10200,532,3150,0,3200,4056,0,92053,92053,Female,62,Widowed,No Grade Completed,With Job/Business,Root crops farmers,Self-employed wihout any employee,Extended Family,7,2,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,35,60,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
122310, ARMM,71016,Enterpreneurial Activities,1,25876,15730,1418,20783,3050,6883,0,0,5384,1990,16140,10800,836,7440,0,7480,3942,0,105180,105180,Male,54,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,7,0,5,0,Single house,"Light material (cogon,nipa,anahaw)",Light,35,33,2,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
96477, ARMM,48534,Enterpreneurial Activities,1,17626,10920,1750,12535,2623,4210,0,0,1810,1020,13950,9600,605,1650,0,2990,3936,0,76543,76543,Male,40,Married,Grade 1,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,30,37,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
94145, ARMM,57436,Enterpreneurial Activities,1,22467,14300,970,17038,2691,4395,0,0,780,1655,14820,10200,1500,2850,720,0,3960,0,78540,78540,Male,54,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,6,2,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,62,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",0,"Own use, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
100290, ARMM,42340,Wage/Salaries,0,17166,11544,1040,7427,2373,4104,0,0,1810,800,11940,7800,452,2700,0,1450,4128,0,0,33500,Male,37,Married,First Year College,With Job/Business,"Construction and maintenance laborers: roads, dams and similar constructions",Worked for private establishment,Single Family,5,1,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,26,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
101532, ARMM,61769,Enterpreneurial Activities,1,22086,15068,1475,20200,1405,5871,0,0,1810,820,13590,9600,398,3300,0,1850,4986,0,83472,83472,Female,56,Widowed,No Grade Completed,With Job/Business,Root crops farmers,Self-employed wihout any employee,Extended Family,5,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,28,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
86601, ARMM,47974,Enterpreneurial Activities,0,14520,9360,1026,16210,2075,4044,0,0,520,970,11070,7800,1087,2340,0,1780,3066,0,0,73300,Male,33,Married,High School Graduate,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Single Family,5,2,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,28,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
64732, ARMM,36043,Enterpreneurial Activities,1,11813,7100,550,12047,1982,3304,0,0,5792,1130,9780,6600,559,2400,0,0,2196,0,56240,56240,Male,49,Widowed,Grade 3,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,20,35,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
75200, ARMM,54019,Enterpreneurial Activities,1,20581,9490,630,16685,1589,3858,300,0,520,1190,10470,7200,782,3030,1620,720,3330,0,66100,66100,Male,44,Married,Elementary Graduate,With Job/Business,Vegetable farmers,Self-employed wihout any employee,Single Family,5,2,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,35,35,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
143562, ARMM,67537,Enterpreneurial Activities,1,24712,17405,1370,20760,2539,4847,0,0,2412,1315,15600,10200,757,4470,2220,11190,5526,0,105672,129872,Male,54,Married,Grade 3,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,7,0,5,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,32,2,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
113465, ARMM,54759,Enterpreneurial Activities,1,17484,10440,1810,17495,2995,3969,0,0,2330,2565,14880,10200,663,2040,0,11590,5004,0,97305,97305,Male,44,Married,First Year High School,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,5,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,31,27,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
136416, ARMM,73678,Enterpreneurial Activities,1,26677,16900,1570,21288,3843,7220,0,0,3212,1995,18240,12600,950,4740,0,10920,4950,0,119076,119076,Male,51,Married,Grade 1,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,8,0,5,0,Single house,"Light material (cogon,nipa,anahaw)",Light,20,35,0,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
69080, ARMM,47932,Enterpreneurial Activities,1,12911,7800,3910,15382,1013,3836,0,0,1448,435,10380,7200,398,1500,0,0,2748,0,59700,59700,Male,65,Widowed,Grade 1,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,4,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,20,35,0,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
125599, ARMM,80641,Enterpreneurial Activities,1,27125,18317,1430,25705,4180,6784,0,0,4400,1275,17550,11400,780,5160,1560,3215,5046,0,93671,110111,Male,53,Widowed,Grade 1,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,8,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,35,33,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
77016, ARMM,41683,Enterpreneurial Activities,0,12604,8490,1400,14018,2250,3509,300,0,0,340,14040,10200,423,1830,0,3930,3360,0,0,58600,Male,35,Married,High School Graduate,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,30,57,1,Own or owner-like possession of house and lot,Open pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
151030, ARMM,85169,Enterpreneurial Activities,1,29025,22025,1120,29014,4445,9398,0,0,1560,2820,17250,5400,560,4920,1920,11290,9552,0,0,144030,Male,50,Married,No Grade Completed,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,6,0,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,42,9,1,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
171600, ARMM,70372,Enterpreneurial Activities,1,35284,23530,658,13112,1770,8632,0,0,1300,1290,21420,12000,2042,9480,2820,22760,7554,0,0,158160,Male,52,Married,No Grade Completed,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Strong,48,8,2,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
104550, ARMM,66573,Enterpreneurial Activities,1,23295,17138,0,20508,3540,7458,0,0,0,1330,14160,6000,487,9600,0,1140,6972,0,0,97450,Male,51,Married,Grade 2,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,6,0,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,36,17,2,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
167880, ARMM,72417,Enterpreneurial Activities,1,33930,27220,167,18238,3281,5706,0,0,1846,2255,17160,7200,820,7860,1320,23700,5880,0,136840,136840,Male,57,Married,Grade 2,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,8,0,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,43,23,2,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
89650, ARMM,61811,Enterpreneurial Activities,0,27300,17105,0,16470,2530,6619,0,0,2236,710,15900,7800,370,4140,870,50,3384,0,0,73900,Male,26,Married,First Year High School,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Single Family,4,1,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,13,1,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
127200, ARMM,64340,Enterpreneurial Activities,1,34106,23892,1120,12685,1165,4962,0,0,0,1150,20820,9000,679,7080,0,9550,4248,0,0,106750,Male,41,Married,Grade 4,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,0,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,42,9,1,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
81140, ARMM,54025,Enterpreneurial Activities,1,16199,11403,34,20123,2045,6641,0,0,0,1280,12990,6000,413,9060,0,0,5166,0,0,72900,Male,56,Married,Grade 1,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,3,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,14,1,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
111450, ARMM,79118,Enterpreneurial Activities,1,33057,23530,745,27334,1722,5554,0,0,1612,940,16920,10200,485,8280,510,0,4614,0,0,100250,Male,54,Married,No Grade Completed,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,4,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,38,18,1,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
194720, ARMM,98791,Enterpreneurial Activities,1,44543,29865,490,27474,1843,9997,0,0,1456,1210,17520,7800,1574,9300,1620,23900,6198,0,0,161800,Male,50,Married,Grade 1,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,6,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,48,17,2,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
116282, ARMM,82671,Enterpreneurial Activities,1,32122,20363,651,17082,9064,11093,0,0,0,1210,12390,6600,950,6060,1500,0,4554,0,108142,108142,Male,49,Married,Grade 2,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,4,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,10,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",0,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
141700, ARMM,88734,Enterpreneurial Activities,1,29814,23530,210,31244,3389,10841,0,0,936,1510,15540,8400,494,2640,1320,3090,5766,0,0,119600,Male,41,Married,Grade 5,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,6,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,42,12,1,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
93260, ARMM,57264,Enterpreneurial Activities,1,19317,14760,590,19663,2296,6679,0,0,468,660,11970,6000,651,6840,0,0,4104,0,0,85300,Male,46,Married,Grade 3,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,3,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,38,17,1,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
165230, ARMM,93180,Enterpreneurial Activities,1,38777,27829,1155,20924,4135,10424,0,0,1040,1580,15900,8400,1410,6660,2100,26000,6780,0,135430,154930,Male,55,Married,Grade 1,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,6,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,46,19,2,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
125790, ARMM,72302,Enterpreneurial Activities,1,25875,19310,280,22937,2136,7255,0,0,650,680,14460,8100,492,8280,690,19860,5412,0,0,110950,Male,46,Married,Grade 5,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,6,0,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,27,2,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
123250, ARMM,75524,Enterpreneurial Activities,1,32090,21946,283,17698,3467,9456,0,0,1794,1045,12810,6600,628,10200,1320,1840,5622,0,0,103950,Male,40,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,46,11,2,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
160400, ARMM,70508,Enterpreneurial Activities,1,30800,19310,501,19044,1041,6994,0,0,780,1720,18270,10800,490,3000,1260,19540,4710,0,0,147550,Male,48,Married,Elementary Graduate,With Job/Business,Deep-sea fishermen,Self-employed wihout any employee,Single Family,5,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,40,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
232690, ARMM,90851,Wage/Salaries,0,30986,21840,880,35365,3187,7771,0,0,3082,1970,15606,9600,841,2880,960,31205,8226,0,0,45940,Male,61,Married,Elementary Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,10,1,3,3,Single house,"Light material (cogon,nipa,anahaw)",Light,100,20,2,Own or owner-like possession of house and lot,Closed pit,1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
114840, ARMM,62439,Wage/Salaries,0,23286,14880,828,20974,968,5857,0,0,2896,1910,14976,8400,393,3240,600,24630,6750,0,0,0,Male,50,Married,First Year High School,With Job/Business,"Construction and maintenance laborers: roads, dams and similar constructions",Worked for private establishment,Single Family,7,0,4,1,Single house,"Light material (cogon,nipa,anahaw)",Light,5,5,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
96820, ARMM,55305,Enterpreneurial Activities,0,14855,8827,700,24090,1200,5650,0,0,810,2190,15426,8400,717,1380,1092,505,2904,0,0,87700,Male,40,Married,Second Year Post Secondary,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,6,1,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,100,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
84460, ARMM,53465,Enterpreneurial Activities,0,18289,13780,300,17517,1642,4035,0,0,0,2140,13764,7800,326,1740,900,200,3582,0,0,76000,Male,39,Married,No Grade Completed,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,5,2,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,5,1,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
89540, ARMM,52875,Enterpreneurial Activities,0,12575,9230,700,23208,960,6013,0,0,390,1251,13836,8400,435,1440,900,750,3528,0,0,77600,Male,40,Married,Business and Administration Programs,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,4,2,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,5,5,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
136760, ARMM,61198,Enterpreneurial Activities,0,19239,12532,1058,24224,630,4603,0,0,2896,1590,23190,10800,851,2100,1950,34660,6588,0,0,125300,Male,48,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,8,1,4,0,Single house,"Light material (cogon,nipa,anahaw)",Light,5,5,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
126960, ARMM,67815,Enterpreneurial Activities,0,23619,16536,570,22943,1920,7155,0,0,1810,2815,18090,9600,618,2400,1680,27200,4578,0,0,115350,Male,40,Married,Teacher Training and Education Sciences Programs,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,7,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,120,17,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
