Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
492392,IVB - MIMAROPA,112382,Wage/Salaries,0,30583,23570,13704,15624,4070,4673,7770,1601,0,14345,36390,21000,6054,36720,3000,54286,27966,7660,0,0,Female,67,Widowed,Grade 5,No Job/Business,,,Extended Family,6,1,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,30,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,1,0,1,0,0,0,3,3,1,1,2,IVB - MIMAROPA
157240,IVB - MIMAROPA,89708,Other sources of Income,0,33723,24073,7906,12443,4654,16160,1050,0,0,2320,19980,9000,685,25800,396,24800,6534,4500,0,61558,Female,58,Widowed,Third Year High School,With Job/Business,"Tailors, dressmakers and hatters",Self-employed wihout any employee,Extended Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,70,30,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
2543540,IVB - MIMAROPA,291240,Wage/Salaries,0,63591,47060,42635,30613,21377,27819,36500,5250,0,89150,159420,78000,66659,458100,33600,5230,47922,34000,0,1120345,Male,69,Married,Transport Services Programs,With Job/Business,Legislative officials,Worked for government/government corporation,Extended Family,11,2,2,4,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,33,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,2,1,0,1,0,10,3,2,0,1,IVB - MIMAROPA
167420,IVB - MIMAROPA,70817,Wage/Salaries,0,27553,15743,4884,12450,1610,5582,10110,0,0,2630,13050,6000,200,19680,3720,1100,3450,700,0,15140,Male,17,Single,Second Year High School,With Job/Business,"Waiters, waitresses and bartenders",Worked for private establishment,Single Family,1,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,80,17,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
291550,IVB - MIMAROPA,134814,Wage/Salaries,0,49273,33485,9240,16444,10518,6014,3250,7355,2715,5055,37830,12000,21607,18360,6300,1300,43524,12700,0,23100,Female,52,Widowed,Elementary Graduate,With Job/Business,"Tailors, dressmakers and hatters",Self-employed wihout any employee,Extended Family,8,2,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,108,10,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,3,1,0,1,0,IVB - MIMAROPA
181140,IVB - MIMAROPA,52835,Enterpreneurial Activities,1,23193,17738,3370,13474,490,3428,300,0,0,1340,7380,3300,95,5280,0,0,4764,150,0,91090,Female,67,Widowed,No Grade Completed,With Job/Business,"Basketry weavers, brush makers and related workers",Self-employed wihout any employee,Single Family,3,0,0,1,Single house,"Light material (cogon,nipa,anahaw)",Light,12,13,0,"Own house, rent-free lot without consent of owner","Water-sealed, other depository, used exclusively by household",0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
488165,IVB - MIMAROPA,100398,Wage/Salaries,0,33935,28960,12914,11439,5210,4905,4382,0,0,4936,32820,12000,893,17502,2580,18085,55932,2000,0,63845,Male,62,Married,High School Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Extended Family,6,0,2,2,Single house,Mixed but predominantly strong materials,Quite Strong,48,25,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,0,0,0,0,0,0,6,2,0,0,3,IVB - MIMAROPA
114310,IVB - MIMAROPA,76215,Wage/Salaries,1,28908,26064,8314,10769,1370,3863,3830,1050,15385,6015,16566,7200,90,2700,1560,465,5028,800,0,38740,Male,42,Married,Grade 3,With Job/Business,Fishery laborers and helpers,Worked for private establishment,Single Family,3,0,1,1,Single house,Mixed but predominantly strong materials,Very Light,30,13,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,1,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
184713,IVB - MIMAROPA,117015,Enterpreneurial Activities,1,40688,33485,15264,19785,3160,4586,12000,1215,0,8666,16260,6000,700,8940,2400,16250,7506,3000,0,126410,Male,49,Married,Grade 4,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Extended Family,8,0,3,1,Single house,Mixed but predominantly strong materials,Quite Strong,20,26,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,3,0,0,0,0,IVB - MIMAROPA
231095,IVB - MIMAROPA,91511,Enterpreneurial Activities,1,31104,27150,10093,13799,3460,4886,5970,1380,13032,5610,11478,6000,640,1200,1800,760,5322,4500,0,143420,Male,36,Married,Second Year High School,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,7,2,3,1,Single house,Mixed but predominantly strong materials,Very Light,60,13,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
273375,IVB - MIMAROPA,79028,Wage/Salaries,0,30589,26426,9350,6563,2534,4369,8000,2390,13032,7650,15990,4800,165,9120,1032,1318,7404,4000,0,96198,Male,41,Married,Grade 4,With Job/Business,"Butchers, fishmongers and related food preparers",Worked for private establishment,Single Family,6,0,4,1,Single house,"Light material (cogon,nipa,anahaw)",Light,24,13,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
134125,IVB - MIMAROPA,56581,Wage/Salaries,1,34477,31766,1221,2485,570,1119,3590,1050,0,570,9156,3600,150,900,0,440,4584,500,0,0,Female,74,Widowed,Elementary Graduate,No Job/Business,,,Extended Family,5,0,2,2,Single house,"Light material (cogon,nipa,anahaw)",Light,42,29,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
151328,IVB - MIMAROPA,53214,Wage/Salaries,0,17605,14480,6801,5039,3839,4044,5440,990,0,14980,12108,6000,370,16980,1500,1380,3930,1900,0,39010,Male,49,Married,"Agriculture, Forestry, and Fishery Programs",With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Single Family,2,0,1,1,Single house,"Light material (cogon,nipa,anahaw)",Light,25,17,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,1,0,0,0,0,0,0,2,1,0,0,1,IVB - MIMAROPA
167997,IVB - MIMAROPA,36183,Wage/Salaries,1,18186,16994,1678,3963,87,1419,1600,1770,3620,4745,14130,9000,70,4320,960,0,7368,16000,0,33140,Male,26,Married,High School Graduate,With Job/Business,Fishery laborers and helpers,Worked for private establishment,Single Family,2,0,0,2,Single house,Mixed but predominantly strong materials,Quite Strong,25,22,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
86795,IVB - MIMAROPA,45726,Enterpreneurial Activities,1,15214,13213,3235,4601,4590,5638,7900,0,0,2500,17940,15000,350,5100,1170,2950,5004,500,0,54900,Male,63,Widowed,Second Year High School,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,Mixed but predominantly strong materials,Quite Strong,150,25,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
158885,IVB - MIMAROPA,139692,Enterpreneurial Activities,1,77053,67705,7050,10574,2825,5735,10225,0,7240,1570,16752,6600,150,3792,840,6520,4674,950,75420,129720,Male,54,Married,Grade 2,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Extended Family,9,0,4,0,Single house,Mixed but predominantly light materials,Light,40,19,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,1,IVB - MIMAROPA
146208,IVB - MIMAROPA,94238,Enterpreneurial Activities,1,54605,43015,5383,7910,655,5715,7750,0,0,2410,13380,6000,16322,6882,1668,2642,9948,1500,84300,105120,Male,41,Married,First Year High School,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,5,1,1,0,Single house,Mixed but predominantly strong materials,Very Light,24,13,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,1,IVB - MIMAROPA
160914,IVB - MIMAROPA,133523,Enterpreneurial Activities,1,83026,73820,6878,9760,2395,8858,1820,0,0,1800,8490,4200,1780,7836,1680,1180,4716,500,90365,112875,Male,60,Married,Grade 4,With Job/Business,Rice farmers,Self-employed wihout any employee,Extended Family,8,1,2,1,Single house,Mixed but predominantly light materials,Very Light,25,15,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,3,0,0,0,1,IVB - MIMAROPA
121554,IVB - MIMAROPA,100674,Enterpreneurial Activities,1,56144,54653,9484,6827,3944,8100,5840,8685,4030,3243,7560,2700,715,10200,0,2590,4386,500,50305,67345,Male,38,Married,Grade 5,With Job/Business,Rice farmers,Self-employed wihout any employee,Extended Family,8,1,5,0,Single house,Mixed but predominantly light materials,Very Light,20,3,2,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
98341,IVB - MIMAROPA,20894,Other sources of Income,0,11081,10774,2145,1539,1050,1635,200,0,0,800,18780,12000,6604,2400,594,0,1206,5000,0,40200,Female,83,Widowed,Elementary Graduate,No Job/Business,,,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,64,30,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Tubed/piped shallow well,1,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
222994,IVB - MIMAROPA,67096,Enterpreneurial Activities,1,27540,25340,4307,9046,9670,4522,1255,875,543,3135,18186,12000,580,6600,2424,785,3006,12000,107995,107995,Male,47,Married,High School Graduate,No Job/Business,,,Single Family,4,0,1,1,Single house,Mixed but predominantly strong materials,Quite Strong,24,11,2,Own or owner-like possession of house and lot,Closed pit,1,Dug well,1,0,0,0,0,0,0,0,3,0,0,0,0,IVB - MIMAROPA
145214,IVB - MIMAROPA,57508,Enterpreneurial Activities,1,27704,24341,5320,3166,2950,7405,1900,365,1560,3048,9198,4800,470,6000,750,975,3708,1200,103575,106654,Male,28,Married,Second Year High School,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,4,1,1,1,Single house,"Light material (cogon,nipa,anahaw)",Light,24,5,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Dug well,0,0,0,0,0,0,0,0,2,0,0,0,0,IVB - MIMAROPA
195191,IVB - MIMAROPA,71251,Enterpreneurial Activities,1,39402,38363,4790,4457,4860,5916,4400,408,0,2615,12240,6000,180,4920,492,885,3042,1000,140480,141695,Male,54,Married,Elementary Graduate,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,5,0,3,2,Single house,Mixed but predominantly strong materials,Quite Strong,36,24,2,Own or owner-like possession of house and lot,Closed pit,1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
253812,IVB - MIMAROPA,151568,Enterpreneurial Activities,1,72361,67949,12836,18607,5910,13838,8350,290,0,1850,13260,4800,9295,13278,1560,2130,5136,3000,195540,204940,Male,44,Married,Grade 4,With Job/Business,Rice farmers,Self-employed wihout any employee,Single Family,8,1,4,0,Single house,"Light material (cogon,nipa,anahaw)",Light,24,1,1,Own or owner-like possession of house and lot,Closed pit,0,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
235285,IVB - MIMAROPA,114476,Wage/Salaries,0,48053,36381,4646,10526,8350,5830,12050,0,0,3546,20580,13200,604,12300,2100,2700,8250,3000,0,0,Male,31,Married,Third Year High School,With Job/Business,Travel guides,Worked for private establishment,Single Family,7,1,4,2,Single house,"Light material (cogon,nipa,anahaw)",Light,20,3,2,Own or owner-like possession of house and lot,Closed pit,1,Dug well,0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
230152,IVB - MIMAROPA,70805,Wage/Salaries,1,27920,27150,3584,6390,2770,9030,9100,0,0,1520,13362,6000,1710,4200,1014,9500,4416,500,65460,79660,Female,48,Widowed,Elementary Graduate,With Job/Business,Farmhands and laborers,Worked for private establishment,Single Family,5,0,1,3,Single house,Mixed but predominantly light materials,Very Light,24,4,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Tubed/piped shallow well,1,0,0,0,0,0,0,0,3,0,0,0,0,IVB - MIMAROPA
57299,IVB - MIMAROPA,21653,Other sources of Income,0,12653,9412,300,1305,655,810,3600,0,0,0,13992,6000,650,1146,0,0,642,500,0,0,Female,74,Divorced/Separated,High School Graduate,No Job/Business,,,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,15,20,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,1,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
131556,IVB - MIMAROPA,56617,Wage/Salaries,0,10746,10136,1160,2238,0,1985,34456,120,741,1010,10578,4800,18,240,0,0,1644,1000,0,0,Male,51,Married,Grade 1,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,2,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,24,11,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
318157,IVB - MIMAROPA,78318,Wage/Salaries,0,16556,11086,5681,7475,2805,6786,27000,360,2539,11225,69504,48000,4250,9438,2802,22000,18108,19400,0,0,Male,53,Single,Business and Administration Programs,With Job/Business,Other office clerks,Worked for government/government corporation,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,84,65,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,1,1,0,0,0,IVB - MIMAROPA
179071,IVB - MIMAROPA,90629,Wage/Salaries,0,33964,23303,3544,12483,4030,8379,1725,0,2896,9650,22494,12000,822,4542,1044,1395,5664,2500,0,0,Male,24,Married,Second Year High School,With Job/Business,"Construction and maintenance laborers: roads, dams and similar constructions",Worked for private establishment,Single Family,4,1,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,25,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
60305,IVB - MIMAROPA,33140,Other sources of Income,0,21408,20634,2045,3620,415,1150,1830,300,7240,550,5580,3600,180,1980,0,1150,1770,1700,24280,28280,Female,84,Widowed,No Grade Completed,With Job/Business,Vegetable farmers,Self-employed wihout any employee,Extended Family,3,0,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,32,12,1,Own or owner-like possession of house and lot,Closed pit,0,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,0,0,0,0,0,IVB - MIMAROPA
79810,IVB - MIMAROPA,41622,Enterpreneurial Activities,0,26435,21720,1680,4172,625,1489,1810,100,7240,950,4020,1800,90,4980,300,1000,1890,200,20130,68330,Male,46,Married,Grade 5,With Job/Business,General managers/managing proprietors in manufacturing,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,32,12,1,Own or owner-like possession of house and lot,Closed pit,1,"Shared, tubed/piped deep well",0,0,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
101840,IVB - MIMAROPA,55858,Enterpreneurial Activities,1,35430,31494,5500,6396,585,1395,0,252,0,1020,16128,10800,590,5100,456,0,3168,1000,56070,59970,Female,80,Widowed,No Grade Completed,No Job/Business,,,Extended Family,6,2,1,0,Single house,Mixed but predominantly strong materials,Quite Strong,50,25,1,Own or owner-like possession of house and lot,Closed pit,1,"Own use, tubed/piped deep well",1,1,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
118010,IVB - MIMAROPA,59332,Wage/Salaries,0,44902,39820,1450,1942,240,2110,2560,0,0,1030,6558,2400,440,1002,900,1185,3666,300,0,7605,Male,40,Married,Elementary Graduate,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,6,1,2,3,Single house,"Light material (cogon,nipa,anahaw)",Light,32,6,1,Own or owner-like possession of house and lot,Closed pit,1,"Shared, tubed/piped deep well",1,1,0,0,0,0,0,0,1,0,0,0,0,IVB - MIMAROPA
